real integer
0.6226473710684235 405769
0.8929990030423042 707281
0.4589723883201632 168921
0.4174312997140561 216225
0.5222372330260469 179776
0.2921326818615151 104329
0.9546890007588287 946729
0.912778133046193 906304
0.6525184535037922 459684
0.6061032973207813 476100
0.42478606225873017 168921
0.339054022875829 87616
0.09404329922096699 29241
0.8333008853865872 774400
0.5698523737229613 287296
0.527471301765135 299209
0.6584049150447872 409600
0.4422188440287306 142884
0.10664742853834319 34596
0.3312134642286392 121104
0.9736359829908658 829921
0.5177131526189416 246016
0.3179435111261061 102400
0.6375703055829179 527076
0.6415760118088292 368449
0.7261089148670853 559504
0.26208153998900396 112896
0.07634726214212684 24964
0.450659504385855 222784
0.01051129663699879 6724
0.6101881356261412 281961
0.6641842830621955 495616
0.17910016269381202 37249
0.2668424286116251 110224
0.7542579589750992 669124
0.31042995734635015 157609
0.032288846838640084 2116
0.33740658957697733 119025
0.7388805688360214 430336
0.7705550360962145 734449
0.7759645380062407 461041
0.0841294603639906 23104
0.5575785607911106 276676
0.6805781023951223 552049
0.6096880344625663 263169
0.4557124457327404 159201
0.34842826908610625 99225
0.3882555988062927 182329
0.031239279577523815 1764
0.3583236016740744 165649
0.09643012331217549 2401
0.15853372239774788 33124
0.5602271751599506 311364
0.08221565561845279 19600
0.750963966812146 616225
0.8387993202949273 675684
0.31487243020518785 104329
0.6245018158771557 408321
0.7086303042127726 412164
0.4325372628942846 186624
0.13965197190159895 19321
0.47606821147007794 241081
0.30518124677220504 67600
0.14291043101086354 4761
0.9933335758424895 1050625
0.99252803480768 891136
0.3114842940038747 72900
0.15498213174535413 32761
0.9643870423744398 912025
0.26139552458774196 55225
0.049784011448027354 361
0.7880545093162782 685584
0.0087725557899887 6889
0.6138467588017014 303601
0.8250327533333768 844561
0.6521867728441003 471969
0.8024069836903883 585225
0.9252704349241536 1012036
0.4156587069691825 252004
0.44559419639048004 201601
0.9576739192286606 968256
0.3345182110142617 74529
0.9484391284585596 829921
0.40298196392194474 141376
0.4270804248487633 163216
0.9415501759095275 952576
0.25693756873105145 117649
0.6075640631430124 357604
0.3589511752196102 129600
0.9365338300446695 762129
0.37707002884139795 134689
0.9183988394765453 970225
0.7794429578082288 497025
0.37554986256709133 211600
0.4110478530098576 186624
0.254082718665568 47961
0.4420048809700444 163216
0.6625797981311894 471969
0.8104303417041719 729316
0.5601324606754917 245025
0.44952952310745664 251001
0.4506553343750046 146689
0.45569229765689534 205209
0.6653246186022641 538756
0.058003698583885654 324
0.21189127399762964 19044
0.937785168133729 908209
0.1893332239441543 80656
0.8702205664631075 712336
0.2914909808387748 94249
0.4357506392481082 184041
0.9440499711165518 919681
0.7658351546337466 734449
0.09598513552047849 38025
0.972691227552249 1089936
0.11488273067367671 1936
0.12965793255015168 15129
0.8662445031502897 885481
0.021026470372736417 5776
0.20600611816996972 28224
0.2563803986679998 113569
0.4237915775623182 269361
0.2945904555470703 70756
0.23039948242762454 37249
0.20507287005817854 27225
0.7419035464645207 558009
0.9843793560910197 978121
0.7325766928874279 466489
0.9562754169734682 986049
0.1850842186608297 42436
0.03946073958627505 64
0.5131256530328365 286225
0.45467047959704243 143641
0.0810196083622644 12769
0.6352366985189692 408321
0.10573389165551783 4900
0.9242470740774178 769129
0.971943229756178 896809
0.40646947066606987 96721
0.2219536281570902 63001
0.5641609844229045 384400
0.06348649846441645 529
0.37235047194310467 172225
0.4893632906739871 269361
0.00024384024076062882 4096
0.6193074549473672 427716
0.8645860969227834 855625
0.12037486869756675 5625
0.5553646740458275 414736
0.2550819888257445 45796
0.7895346405785071 492804
0.7446984619770501 492804
0.6711092059303246 408321
0.47516900296301834 252004
0.03745162827018467 400
0.8848813423937263 870489
0.21175039714633037 65536
0.7854101976193811 471969
0.8995851755988589 819025
0.6406707616938152 401956
0.2724655600873931 101761
0.9999733260006006 1034289
0.05420025137431639 5476
0.42214714860761404 262144
0.4470948046860975 295936
0.9011901734888152 652864
0.6274906254954424 335241
0.20977753875546934 53361
0.9093985213621759 940900
0.025884972427135722 3025
0.7325172804077126 490000
0.9256534839800418 1042441
0.08049710908708063 9
0.45205174282494753 128164
0.4032658163067101 145924
0.8219945573492077 760384
0.7343725139578686 586756
0.8223972687296006 622521
0.06153040299634338 2025
0.4093111861018449 194481
0.4446152268233461 289444
0.6719671968530639 454276
0.36294146521499926 132496
0.9502456397798005 929296
0.3268758333356355 175561
0.5661472923040538 316969
0.8606559523325045 662596
0.35946265567395863 124609
0.9715590931881397 810000
0.9599842040991751 1067089
0.27420875735912764 119025
0.9083988059650765 970225
0.4554142914935475 221841
0.26862435990755895 34596
0.5785424526887931 416025
0.4784271847333039 195364
0.5308396501598882 203401
0.5394446332370348 238144
0.20874149419490906 16129
0.8106422155905344 746496
0.7172076577725316 620944
0.8041409274348162 712336
0.19673464144948527 69169
0.9871844093732173 1129969
0.7637476912603481 628849
0.34878105941039717 92416
0.5139475232715311 295936
0.04072447513986688 1089
0.04129794556850752 2809
0.11124776789267432 36100
0.1797446851706601 33489
0.42908563319621196 200704
0.8181296275003478 562500
0.49267432666888455 164836
0.9723799217453626 786769
0.19573701428075674 34596
0.4611853256025036 146689
0.6687695793643412 417316
0.9220190033410705 770884
0.07332308903003715 27225
0.034434031840022694 1521
0.307968412678731 146689
0.15193862838625227 10609
0.6893928492759116 483025
0.32467380890900954 74529
0.4461839197784885 204304
0.9346071414863121 835396
0.1180923959863126 40000
0.8110319667176951 725904
0.060866390598868114 5776
0.38738847005383636 112896
0.8982926738930512 898704
0.8091995173891897 558009
0.13495020752271847 48841
0.6916194995745262 352836
0.30167924818626857 93636
0.13002727226621502 20449
0.29568688861378534 66564
0.4495636346286318 157609
0.760782064096187 591361
0.43542427937193884 131044
0.31798334545694995 60025
0.8052689019764517 594441
0.17408067158027618 13225
0.2597532013462456 53361
0.8055003693807395 692224
0.2844211325609758 144400
0.5338735535084044 202500
0.39550468816698325 140625
0.2252087011381787 85849
0.35872302835435266 95481
0.1361596776723818 3969
0.965484270832286 1075369
0.45697878504608436 197136
0.39343253492529473 137641
0.06978900219801909 961
0.6030641842819198 263169
0.04604763607678508 7225
0.06800493213575587 12321
0.23023028117334798 27889
0.6964716063790292 373321
0.7513138484550492 643204
0.5834206717505125 309136
0.140133861198243 16641
0.09842156587991124 22801
0.44125311904173403 190096
0.4467073510492393 202500
0.1388031568384971 20449
0.9739525394354624 1069156
0.2063660315131386 87616
0.5006441978577517 199809
0.8851569743829092 656100
0.3557017979213829 65536
0.8563510346044559 585225
0.14869265002371224 45369
0.9214398763721203 946729
0.21444549996428308 70225
0.31218758114238643 77841
0.6368730949796125 378225
0.06530911666177242 400
0.6258565103526268 495616
0.3890178338149186 99225
0.03178277794522988 9604
0.5327748873233944 193600
0.15223703604782002 18769
0.6448418532836193 421201
0.9000676971286854 837225
0.8404718530436041 820836
0.5897832591081196 332929
0.30121905349733147 69169
0.61229068016121 432964
0.7246147959080063 435600
0.5596269498493412 281961
0.44762550363683573 288369
0.9964954650507832 1002001
0.9201559754255216 826281
0.607299816111902 435600
0.24773955896848598 29241
0.524146467252103 217156
0.9933351535537074 1026169
0.6613868346366376 376996
0.1122016333187068 30976
0.9351895407660822 826281
0.09857639858804546 30976
0.3719647892284864 110224
0.7378995425547654 527076
0.11418869804353105 5041
0.640043077442713 439569
0.49962919331905453 303601
0.9353672429113168 1046529
0.8570098843948329 588289
0.7002468061054703 591361
0.9479340983534574 732736
0.8460852994105302 793881
0.6363499962291176 499849
0.2259513918589876 91809
0.7035225181549832 579121
0.499170736250546 330625
0.5899499231595241 264196
0.21123230650333147 32400
0.4286247953022815 111556
0.5417901673025511 349281
0.7799013722723268 567009
0.3983152871482921 219024
0.3190764653635002 65025
0.42052946829796456 104329
0.47681343767540596 230400
0.5755433409230688 295936
0.9508632700942307 962361
0.5420863767485153 264196
0.7241964891996664 435600
0.7721359007071371 739600
0.6895445773784303 385641
0.6992661811245816 625681
0.8834967764247802 940900
0.8236522158211756 627264
0.5920587667686057 357604
0.10492879371292163 34969
0.49261849780239064 269361
0.821002397522168 648025
0.788866810417723 491401
0.41144019665502185 257049
0.9750942872655007 1085764
0.41406654443237867 206116
0.9441869102629965 952576
0.6029210896772108 322624
0.5292219064104857 203401
0.18499469771574362 60025
0.28666213456287104 116964
0.8465146490059289 784996
0.8011258812201036 714025
0.8595991021503688 599076
0.27390421893291217 131769
0.16832876914903827 28224
0.8646621234097548 795664
0.17210210688188998 6724
0.9878199447387285 1034289
0.3810301899402079 168921
0.061991148043594735 7744
0.8440352480210502 651249
0.2961148748299556 70756
0.11639139352402217 17689
0.6205671291108806 408321
0.6418941929750775 391876
0.4867012595031188 156025
0.458546279534512 225625
0.03412355034243575 9216
0.0708571351263777 3481
0.9607130150940346 765625
0.25644611734622347 81796
0.9001899628759582 950625
0.43658821525911073 116964
0.539430277120137 351649
0.199768195557413 72900
0.29500218230651387 130321
0.663594040080407 373321
0.6243220400926425 400689
0.1570875418894464 37636
0.04895271784520172 11664
0.09810856934518086 12544
0.8810798908776457 641601
0.046307707927230046 64
0.027800381360757243 81
0.6772886476741463 413449
0.3452116635076209 167281
0.15174337244145952 20736
0.3488279844745581 101761
0.7071266523325573 582169
0.12216169328859805 12996
0.2665849848102626 28561
0.46394800361767685 217156
0.4398547281700287 283024
0.9784306757574249 978121
0.7407301561518632 471969
0.9764961106819506 866761
0.31074731464410443 96100
0.5840814549873411 343396
0.15668303224555757 4624
0.08970708479224654 25921
0.8147206644882178 522729
0.38230749657741003 191844
0.34703350263387056 120409
0.7154314963427371 443556
0.20544208232628747 67600
0.7869302808521145 630436
0.8302751560664372 687241
0.5406921480330414 292681
0.12068161490190688 24336
0.42114207393513514 265225
0.9612383107749339 767376
0.667732332897815 337561
0.7751686394235037 616225
0.6758149821337449 414736
0.7513266439741343 695556
0.20273297288504466 25600
0.8526355320562814 646416
0.15715185654862007 7056
0.5082255965774288 177241
0.7342585550062644 537289
0.4332390255966757 145924
0.16342423104094583 12769
0.41386022472487105 173889
0.35355122888166 126025
0.26386844939569787 72900
0.36117034724666597 73441
0.7995764411399746 756900
0.5327144334342945 203401
0.027777311654401893 15376
0.7908470939603734 680625
0.1984155275020998 30276
0.14070632765251934 42849
0.44767380223502384 295936
0.49725119114868466 231361
0.27827620936865505 108900
0.623276956231649 465124
0.11936369296391913 2209
0.5030304846739392 258064
0.38994155576441814 127449
0.19553333060606592 10404
0.8221227827666671 722500
0.0936103572308884 28561
0.43741815743526646 177241
0.26624376163040664 79524
0.1779761922496108 18496
0.8491029531931275 729316
0.9107344282861607 933156
0.612166899018551 283024
0.5757469255758375 322624
0.3256474986274078 81796
0.7803595591626411 700569
0.29293881159147295 121801
0.14654084776583154 6724
0.03957991083203227 4489
0.8214943452821551 529984
0.9284363706882658 804609
0.1860791985498611 24336
0.8101026782241729 532900
0.8469804155388547 737881
0.9612286306576062 1022121
0.8653683935532087 731025
0.2964880647759389 97344
0.6059503470590701 388129
0.2135494260362868 55225
0.015951432283799805 3249
0.5005269487428199 237169
0.00022140521846880645 324
0.9462216418479913 786769
0.6527113601417643 383161
0.6407607066846263 506944
0.8615457319640715 790321
0.4137769563053151 164025
0.7687137875476576 463761
0.6406426276129638 443556
0.11301956574954686 23716
0.2625566990305336 117649
0.8349791462876237 683929
0.7203748976774123 528529
0.6528620264431528 465124
0.6826676656839208 571536
0.9517931800247632 1104601
0.5023840793484534 165649
0.37156785328163877 78400
0.46375110391779883 216225
0.01257065540297786 6084
0.7584090194635402 535824
0.2093798233851505 88209
0.3125038344929628 58564
0.05887971431220984 484
0.22768353763934057 33489
0.9847421482182418 842724
0.28371804966200465 34969
0.9003134868981634 937024
0.12877625386260771 27889
0.488146102158719 311364
0.8012646026094797 792100
0.4630763263088129 184041
0.5709265674181472 360000
0.19673114761481336 26244
0.6425648114482801 327184
0.7109909307655753 497025
0.5231609664779183 231361
0.39839825093386805 107584
0.5688977507406209 427716
0.2834795239719746 89401
0.4104942991622067 196249
0.7189429420869339 492804
0.5833869666692382 288369
0.34099712499074597 141376
0.2375507216809185 42025
0.19673833625932668 18769
0.5712995214714052 234256
0.9318419019167761 1006009
0.8643307582898289 770884
0.8162375019430186 532900
0.9456655819512637 801025
0.017044498110807993 9801
0.3176066528894652 164836
0.8886952058989842 921600
0.8028496990657246 667489
0.1042117303006852 19600
0.2925017258899646 147456
0.3669738252025124 88209
0.8031167187630972 588289
0.12659742843544264 26896
0.3729705695651385 112896
0.37369480564517454 125316
0.9414370336952994 724201
0.9034906371029974 990025
0.52089698541006 376996
0.8862907645353525 651249
0.6957685533059589 390625
0.5230652648223901 275625
0.1625787040223473 22801
0.5046471255774982 214369
0.009267709538273161 11449
0.3671548617936191 213444
0.10426179199933105 12100
0.9648396200857664 952576
0.3791688751246711 83521
0.4439790584716059 118336
0.9792095638507312 844561
0.38560645456283515 136161
0.08193205341420429 29929
0.7461574606741134 648025
0.8807852321440556 708964
0.5617463369238792 432964
0.5280175690502598 287296
0.41550474392238734 220900
0.13473428863618364 11664
0.32853078060668084 67081
0.5483470802891259 228484
0.7078667555556207 619369
0.5643416123215926 436921
0.10294851823761197 16900
0.4701065612363571 275625
0.5567936430946149 299209
0.3083063787525391 131769
0.7935933065897822 654481
0.9515650587849986 1038361
0.3168849018903961 137641
0.0844662518807161 12321
0.8664164563174961 725904
0.2840258970702657 97344
0.2602423503609589 111556
0.8677332006367471 844561
0.8305332626093024 672400
0.5198739008245978 361201
0.826226966777793 627264
0.29071385929593696 137641
0.14333894250183454 39601
0.20423057257725796 58564
0.057584322993963544 12100
0.3824740996443886 223729
0.5953541129937735 480249
0.619426547432485 436921
0.7784795275068033 549081
0.4572761105558244 164836
0.5069419383850893 167281
0.3514553268649109 187489
0.7242518545147112 654481
0.8449209007769118 868624
0.5433883006586492 270400
0.08846786741847013 729
0.6797132580114177 549081
0.8531382968934442 887364
0.6367894136922976 455625
0.045976493078155434 1089
0.6937106934645201 476100
0.24536730818557195 26569
0.14287491731725976 44521
0.3736148940544446 178084
0.58730233313701 398161
0.9680032034319392 889249
0.9464259990569177 749956
0.7012765199497775 544644
0.30896643954151803 113569
0.6256048617797938 413449
0.9510278448995241 958441
0.04539926932073701 1024
0.17827580398064746 14884
0.36187207829207224 138384
0.7794523488055316 481636
0.5483128513201654 398161
0.5018032947605561 290521
0.8196518816635281 531441
0.530533966409981 369664
0.5867530280484373 313600
0.7374575199613546 630436
0.02324928260848358 576
0.7713080032757486 462400
0.5788376317157806 434281
0.7780174113983926 620944
0.5892188226490471 339889
0.015824907255666765 1156
0.11350086948537064 27225
0.9110008348850046 970225
0.8995054320635525 727609
0.6354632524933722 438244
0.6961534262429506 360000
0.027847583846871693 841
0.30888311594975193 97969
0.4146128135767343 119025
0.9791943661353889 820836
0.38307273688509824 135424
0.2492864190567715 53361
0.5542344357123474 363609
0.8707633731100636 635209
0.2106971874767979 26244
0.6381812549734314 466489
0.7585767957704134 446224
0.5741514633314545 399424
0.39516652898805693 120409
0.9831909914617232 876096
0.29773779859061555 62001
0.6335766216798484 286225
0.5192412815637033 342225
0.08045733719789783 12769
0.4460217608898287 285156
0.777398884725962 724201
0.9424830923344536 923521
0.16723492439336163 17689
0.39388753943858135 171396
0.1984945822692583 79524
0.8743874081850933 908209
0.6155553982985738 478864
0.659280790411546 409600
0.19843301424691717 73441
0.0401889533685853 15129
0.7989233650788016 667489
0.4945675916152913 279841
0.37813715677145354 106276
0.3695211139453918 102400
0.44338319664160075 234256
0.08963335945704842 5625
0.42602132396695935 148996
0.5603951203685901 308025
0.7489798412007631 698896
0.9053320744610488 784996
0.36018871014967235 131769
0.40817454508719964 149769
0.28532951355433056 98596
0.16657553820127324 30625
0.7789546372239647 535824
0.22325836720107894 18769
0.09448652388803547 29929
0.6785257774424174 342225
0.9624063138580182 902500
0.013150941181943265 6561
0.0477881721790856 14161
0.4568388138986662 289444
0.8016669796355178 665856
0.9836536750194802 1127844
0.576416680526436 235225
0.6705447150883997 361201
0.10067329500886912 3600
0.7779479642387964 710649
0.37725372131398516 181476
0.9161285060472184 908209
0.9699333722243402 855625
0.7388771369431866 528529
0.37522465835247654 131044
0.43861417526353796 115600
0.8020707805529859 632025
0.03327109900448166 1225
0.7911019967449816 524176
0.805573287752016 779689
0.3153986055301381 54756
0.5335268409411282 348100
0.5658082320537529 407044
0.7355520525416869 525625
0.06102217912791463 900
0.48341517112773547 154449
0.15646176075427087 54756
0.14843589161574744 41209
0.8042310914218558 795664
0.881103484868645 667489
0.05902959890592252 1369
0.8868251857524144 765625
0.47144539619638837 235225
0.44866125190475725 226576
0.87544512760237 633616
0.7347087104910626 648025
0.7026724055083906 630436
0.3571039798583069 198025
0.6325676492205424 498436
0.18081254926276213 12100
0.06391829206248434 3844
0.4298008767373086 123201
0.9211456062060326 876096
0.21646559314735203 25281
0.31083748802304445 60025
0.31217684119212064 118336
0.046418766561206914 4
0.21174036710362276 88804
0.7599975514975834 727609
0.5756558655393796 302500
0.7635067944469632 628849
0.5559426178286713 385641
0.22753261558095905 60025
0.8200778314903525 657721
0.6009651402795565 256036
0.8031556900322706 670761
0.35694965897213693 204304
0.5890508493322291 389376
0.5094943973772974 283024
0.7004632622168127 571536
0.5945018892438305 373321
0.4752913407644159 303601
0.9463154835825369 1010025
0.41355318716251366 259081
0.13337588653618104 3249
0.31631016865831985 82944
0.8223044541564082 646416
0.9610586665589205 1056784
0.018819013117969075 361
0.5383737046551986 271441
